trip_name,trip_category_detail,trip_address,trip_times,place_page,trip_phone,info_content,place_category_group
진대감 종로점,소고기구이,서울 종로구 삼일대로17길 23 1층,"['화: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더', '수: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더', '목: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더', '금: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더', '토: 11:00 - 22:00 21:30 라스트오더', '일: 11:00 - 22:00 21:30 라스트오더', '월: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더']",http://gorillafnd.co.kr,02-737-2472,한우 차돌박이 서해안 생물 키조개 관자 단양 소백산 곤드레 여수 돌산갓김치 고들빼기 명이나물 등 산지 직송 전국 각지의 최고의 재료들로 담근 찬들의 이색적인 조화 맛있는 한 끼를 선사해드립니다. 진짜 대단한 감동을 드리는 종로 맛집 진대감이 되겠습니다. 우리는 WE SAVE 아동을 살리는 가게입니다. 매월 수익의 일부가 세이브더칠드런을 통해 아동에게 후원됩니다.          TV 방송출연 210807 MBC 전지적참견시점  164회 180914 Comedy TV 맛있는녀석들  186회 180728 MBC 전지적참견시점  14회 180404 tv N 드라마 '나의아저씨'  5화 170928 SBS 생방송투데이  1970회 160308 tv N 현장토크쇼 택시  419회 160220 SBS CNBC 식객남녀 잘먹었습니다3  43회 131128 KBS2 생생정보통  759회 130126 K STAR 식신로드  114회,식사
텅,카페,서울 종로구 율곡로 82 701호,"['화: 10:00 - 24:00', '수: 10:00 - 24:00', '목: 10:00 - 24:00', '금: 10:00 - 24:00', '토: 10:00 - 24:00', '일: 10:00 - 24:00', '월: 10:00 - 24:00']",https://www.instagram.com/tung_seoul,02-766-1933,다정한 공터 북쪽으로는 창덕궁과 인왕산이 보이구요 남쪽으로는 운현궁과 남산타워가 보입니다. 에스프레소 메뉴는 밤 10시에 마감합니다.,카페
카페랑솜,카페,서울 종로구 대학로11길 22,['매일: 12:00 - 22:30'],-,02-742-2185,카페라떼 맛집~ 제철 과일과 유기농 밀가루 동물성 100% 생크림으로 만든 케이크와 꾸덕한 치케~티라미수를 매일 매장에서 직접 만들고 있습니다~  홀케이크는 2~3일 전에 주문 예약 가능하시며 모든 디저트는 포장이 가능합니다~,카페
스시소라 광화문점,일식당,서울 종로구 종로 19 르메이에르 지하1층 116호,"['화: 11:30 - 22:00 14:30 - 18:00 브레이크타임', '수: 11:30 - 22:00 14:30 - 18:00 브레이크타임', '목: 11:30 - 22:00 14:30 - 18:00 브레이크타임', '금: 11:30 - 22:00 14:30 - 18:00 브레이크타임', '토: 11:30 - 21:30 14:30 - 17:30 브레이크타임', '일: 11:30 - 21:30 14:30 - 17:30 브레이크타임', '월: 11:30 - 22:00 14:30 - 18:00 브레이크타임']",http://www.sushisora.co.kr,02-733-8400,광화문에 스시코우지에서 운영하는 모던한 분위기의 스시야,식사
학림,카페,서울 종로구 대학로 119 2층 학림카페,"['화: 10:00 - 23:00 22:00 라스트오더', '수: 10:00 - 23:00 22:00 라스트오더', '목: 10:00 - 23:00 22:00 라스트오더', '금: 10:00 - 23:00 22:00 라스트오더', '토: 10:00 - 23:00 22:00 라스트오더', '일: 10:00 - 23:00 22:00 라스트오더', '월: 10:00 - 23:00 22:00 라스트오더']",http://hakrim.pe.kr/,02-742-2877,-,카페
스타벅스 한국프레스센터점,카페,서울 중구 세종대로 124,"['화(10/17): 07:00 - 22:00', '수(10/18): 07:00 - 22:00', '목(10/19): 07:00 - 22:00', '금(10/20): 07:00 - 22:00', '토(10/21): 09:00 - 19:00', '일(10/22): 09:00 - 19:00', '월(10/23): 07:00 - 22:00']",http://www.starbucks.co.kr/,1522-3232,1.주차가능 2.주차장위치 입점건물 지하1 2 3층 3.주차가능대수 50대이상 4.주차조건 구매시 1시간 무료주차 이후 10분당 1200원 5. 주차요금정산방법 파트너에게 요청 파트너가 건물 주차시스템에 등록 ,카페
하이디라오 대학로점,중식당,서울 종로구 대학로 146 혜화동씨티밸리 3층,['매일: 10:00 - 05:00 03:00 라스트오더'],https://www.instagram.com/haidilaokorea,0507-1312-6868,하이디라오 코리아는 서비스와 고객이 우선이다 라는 이념을 갖고 혁신을 핵심 삼아 보수적인 보편화 단일화된 서비스를 개혁해 개성적이고 특색이 있는 서비스로 고객님의 즐거운 식사시간을 위해 최선을 다하여 제공하고 있습니다. 직원 관리에서는 자신의 두 손이 운명을바꿀 수 있다는 가치관을 전파하여 직원들을 위해 공평한 기회를 만들며 인간미가 넘치는 관리를 하여 직원의 가치를 높이고 있습니다,식사
일품진진수라 광화문점,한정식,서울 종로구 종로5길 7 타워8빌딩 지하 2층,['매일: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더'],http://www.jinjinsura.com,0507-1430-8191,안녕하세요. 진진수라 광화문점 구진진바라 을 방문해 주신 고객여러분을 진심으로 환영합니다. 수라상 은 고려 말과 조선 시대에 왕에게 올리던 밥상을 높여 부르는 말입니다. 정갈하고 맛있는 요리 기품있고 세심한 서비스를 통해 왕에게 올리는 밥상처럼 고객님들께 최상의 경험을 제공하고자 하는것을 목표로 합니다. 멋스럽고 기품있는 인테리어와 특급호텔보다 수준높은 서비스로 외국인 손님이나 VIP접대에도 부족함이 없으며 한정식전문가들이 모여 탄생시킨 음식구성및 퀄리티는 어떠한 만찬자리에도 잘 어울릴 것이라 믿어 의심치 않습니다. 진진 수라에서는 실속있는 가격의 식사메뉴부터 접대를 위한 코스요리까지 최고로 준비되어 있습니다. 크고 작은 각종 모임과 돌잔치 및 회갑잔치 상견례등 가족 연회 장소로 최적화하여 하나하나 독립적인 공간에서 편안한 외식을 즐길 수 있도록 다양한 크기의 룸을 완비하였습니다. 진진수라에서 즐겁고 뜻깊은 자리가 되시길 바랍니다.,식사
다운타우너 광화문,햄버거,서울 중구 세종대로 136 SFC몰 B1층 다운타우너 광화문,"['화: 08:00 - 21:30 20:30 라스트오더', '수: 08:00 - 21:30 20:30 라스트오더', '목: 08:00 - 21:30 20:30 라스트오더', '금: 08:00 - 21:30 20:30 라스트오더', '토: 11:00 - 21:00 20:00 라스트오더', '일: 11:00 - 21:00 20:00 라스트오더', '월: 08:00 - 21:30 20:30 라스트오더']",http://downtowner.co.kr/info,0507-1480-7292,바쁜 도시인들이 빠르고 편하게 즐겨 먹을 수 있을 수 있도록 신선한 재료로 만드는 FAST  PREMIUM 고품질의 수제 버거 브랜드 다운타우너입니다.,식사
을지로 베로나,"카페,디저트",서울 중구 충무로5길 24 3층,"['화: 12:00 - 22:00', '수: 12:00 - 22:00', '목: 12:00 - 22:00', '금: 12:00 - 23:00', '토: 12:00 - 23:00', '일: 13:00 - 22:00', '월: 12:00 - 22:00']",http://instagram.com/verona_eulji,0507-1348-0526,을지로 베로나는 로미오와 줄리엣의 탄생지인 베로나를 모티브로 다양한 공간 연출과 로맨틱한 분위기가 압도적인 카페입니다. 라떼가 특히 맛있는 커피메뉴들 그리고 독창적인 음료들과 함께 을지로 베로나만의 시그니처인 아이스크림크로플 디저트를 함께 즐길 수 있으며 저녁의 시간에는 캐주얼와인과 하이볼 그리고 칵테일등을 로맨틱하고 홀리한 분위기와 함께 이용할 수 있어요 ,카페
카페 수달,"카페,디저트",서울 종로구 율곡로 49-14,['매일: 10:00 - 22:00 21:30 라스트오더'],https://www.instagram.com/cafe_sudal,0507-1459-1047,한옥카페 수달입니다. 직접 로스팅한 신선한 스페셜등급의 원두를 사용합니다,카페
숙달돼지 종각점,돼지고기구이,서울 종로구 종로8길 15,"['화: 13:00 - 24:00', '수: 13:00 - 24:00', '목: 13:00 - 24:00', '금: 13:00 - 24:00', '토: 11:00 - 23:00', '일: 11:00 - 23:00', '월: 13:00 - 24:00']",http://www.sukdal.com/,0507-1310-5201,종로구 관철동에서 이미 유명한곳 종각 맛집 맛있는 고기집 숙달돼지 종각점 입니다 장인의 숙성 기술과 노하우 있는 그릴링으로 삼겹.목살 특수부위를 맛있게 구워드립니다. 단체석 완비 마이크 구비 등 단체회식 75~80석 한층 대관가능 대관문의 주세요 ,식사
양반댁,한정식,서울 종로구 인사동길 19-18 양반댁,"['화: 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더', '수: 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더', '목: 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더', '금: 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더', '토: 11:30 - 21:00 20:00 라스트오더', '일: 11:30 - 21:00 20:00 라스트오더', '월: 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더']",http://instagram.com/yangbandeck,02-733-5507,인사동에서 40년동안 운영해온 양반댁 입니다 보리굴비와 간장게장을 대표로 하는 한정식 집으로 충북음성에서 직접재배하는 식자재와 국내산 암꽃게를 산지에서 직접받아 직접만드는 간장소스로 신선한 음식을 제공하고 있습니다 40년동안 인사동을 지켜온 마음가짐으로 앞으로도 더욱 좋은 음식으로 대접하고자 노력하는 양반댁이 되겠습니다 감사합니다,식사
노티드 종각 하이커,카페,서울 중구 청계천로 40 한국관광공사 서울센터 5층,"['화: 10:00 - 20:00', '수: 10:00 - 20:00', '목: 10:00 - 20:00', '금: 10:00 - 20:00', '토: 10:00 - 20:00', '일: 10:00 - 20:00', '월: 10:00 - 20:00']",https://knotted-order.com/,070-4205-0080,노티드는 다양한 도넛과 베이커리 케이크를 함께 즐길 수 있는 프리미엄 디저트 카페로 프리미엄한 맛을 고객님들께 선보이고 있습니다. 노티드의 시그니처인 크림이 가득한 도넛과 귀여운 패키징으로 노티드를 방문해주시는 모든 고객님들께 행복을 선사합니다. 주문 결제 후 케익 30분  도넛 1시간 내 픽업 해주셔야 합니다. 문의사항이 있으실 경우 운영시간 내 유선으로 문의주시거나 노티드 공식 카카오플러스친구 채널 하단의 온라인문의를 통해 남겨주세요. 고객센터 1800 6067 운영 시간 평일 9시 ~ 18시 토 일요일 및 공휴일 휴무 ,카페
강가네 떡볶이,떡볶이,서울 종로구 종로32길 2 아케이트 101호,"['화: 11:00 - 17:30', '수: 11:00 - 17:30', '목: 11:00 - 17:30', '금: 11:00 - 17:30', '토: 11:00 - 17:30', '일: 11:00 - 17:30', '월: 정기휴무 (매주 월요일)']",https://www.instagram.com/gangana_shop,0507-1347-3705,110년 전통 광장시장 대표 떡볶이 since 1997.,식사
마이클바이해비치 종로,양식,서울 종로구 우정국로 26 센트로폴리스 B동 2층,"['화: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '수: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '목: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '금: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '토: 10:00 - 22:00 21:00 라스트오더', '일: 10:00 - 21:00 20:00 라스트오더', '월: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더']",http://www.michaelsbyhaevichi.com,02-722-4300,일상 속 잠깐의 여행을 떠나온 듯한 즐거움과 기대를 선사하는 해비치 호텔 리조트의 첫 뉴아메리칸 다이닝 레스토랑입니다. 특급 호텔을 운영하며 축적해 온 메뉴 개발 노하우를 바탕으로 다채로운 콘셉트의 요리를 선보입니다. 다채로운 메뉴를 단품과 코스로 즐길 수 있습니다. 높은 층고와 고급스러운 우드 소재 대리석 골드 컬러가 조화롭게 어우러진 인테리어는 일상을 벗어나 새로운 도시에 여행을 온 듯 힐링의 기분과 색다른 즐거움을 선사합니다. 넓은 별실도 마련되어 비즈니스 모임에도 적합합니다.,식사
붓처스컷 광화문점,"스테이크,립",서울 중구 세종대로 136 서울파이낸스센터 지하2층,"['화: 11:30 - 22:00', '수: 11:30 - 22:00', '목: 11:30 - 22:00', '금: 11:30 - 22:00', '토: 11:30 - 22:00', '일: 11:30 - 22:00', '월: 11:30 - 22:00']",http://dinehill.co.kr/,0507-1409-0973,붓처스컷은 수년간 자체 연구를 통해 개발한 그릴과 숙성 기술로 차별화된 스테이크를 제공합니다. 산지별 원육 특성에 맞게 웻에징과 드라이 에이징을 혼합해서 사용하고 있으며 마스터 소믈리에게 검증받은 와인리스트와 칵테일 싱글몰트 등 다양한 주류로 Bar  Grill로서의 진정한 면모를 보여주고 있습니다.,식사
서울집시,"맥주,호프",서울 종로구 서순라길 107,"['화: 16:00 - 23:00', '수: 16:00 - 23:00', '목: 16:00 - 23:00', '금: 16:00 - 23:00', '토: 15:00 - 23:00', '일: 15:00 - 23:00', '월: 정기휴무 (매주 월요일)']",http://instagram.com/seoulgypsy,02-743-1212,삶을 유랑하며 실험적인 맥주를 만드는 Independent Brewery. 여행과 예술 그리고 삶의 순간에서 얻은 영감을 맥주로 그려내며 꿈꾸는 대로 살아갑니다. Live your dream Instagram seoulgypsy,식사
북촌도담,한식,서울 종로구 북촌로1길 9,"['화: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더', '수: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더', '목: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더', '금: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더', '토: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더', '일: 11:00 - 20:30 15:00 - 17:00 브레이크타임 19:30 라스트오더', '월: 11:00 - 21:30 15:00 - 17:00 브레이크타임 20:30 라스트오더']",https://bukchondodam.modoo.at,0507-1303-9850,안국역 30m 거리 스타벅스 옆 골목에 위치해 있습니다. 헌법재판소옆에 위치해 있고 접근성이 좋아 모임을 많이 하시는 식당입니다. 방문하신 고객님들이 북촌을 거니시다 든든하고 맛있게 한끼 하실 수 있는 그런 한식집이 되고싶습니다. 소고기 뭇국과 김치찜 보쌈에 우리술 막걸리를 전문으로 하고 있습니다. 예약관련  당분간 네이버예약을 운영하지 않습니다. 5인이상 단체 예약을 원하실 경우 매장으로 전화 부탁드립니다. 당일 방문해주셨다 못드시고 가시는 고객님들에게 죄송한 마음에 당일예약은 운영하고 있지 않습니다. 방문후 만석일 경우 웨이팅에 번호를 남겨주시면 순차적으로 안내해드리도록 하겠습니다 주차안내 북촌도담 뒷쪽 AJ파크 해영회관점 이용하시길 권해드립니다 율곡로 5길6 안국동 141  기본 30분 2000원 추가 15분 1000원 당일최대용금 28 000원,식사
서울바나나커피 을지로4가점,카페,"서울 중구 을지로 157 3층 다362호, 라362호",['매일: 10:00 - 21:00'],http://seoulbanana.com/,02-2276-0327,안녕하세요 을지로4가역 대림상가 3층에 위치한 슬러쉬 쉐이크 핫도그 전문점 서울바나나커피 을지로4가점 입니다  ,카페
다케오 호르몬 데판야끼,"육류,고기요리",서울 중구 을지로12길 14 1층,"['화: 11:00 - 22:00 21:00 라스트오더', '수: 11:00 - 22:00 21:00 라스트오더', '목: 11:00 - 22:00 21:00 라스트오더', '금: 11:00 - 23:00 22:00 라스트오더', '토: 11:00 - 23:00 22:00 라스트오더', '일: 11:00 - 22:00 21:00 라스트오더', '월: 11:00 - 22:00 21:00 라스트오더']",http://www.instagram.com/takeo_hormon,02-2261-4723,안녕하세요. 일본 정통 데판야끼 전문점 다케오호르몬데판야끼 입니다. '호르몬'이란 일본어로 곱창 대창을 '데판야끼'는 철판요리를 뜻합니다. 쉽게 말하자면 철판 곱창구이라는 뜻으로 철판에서 바로 구워 먹는 일본식 정통 철판요리 전문점이라고 생각하시면 될 것 같습니다. 저희 다케오호르몬데판야끼는 생방송 오늘생방송투데이 방송 출연한 적이 있는 맛집으로 요리에 진심인 사장님이 오랜 시간 경력을 쌓으면 얻은 노하우로 만들어진 양질의 요리는 언제나 고급스러운 최상의 맛을 느끼실 수 있습니다. 아삭한 숙주의 식감과 육즙이 살아있는 그대로 철판에 구워주시기 때문에 퀄리티 높은 맛 좋은 고기를 맛볼 수 있고 덤으로 눈앞에서 펼쳐지는 불 쇼까지 감상할 수 있어 . 눈과 입 모두가 즐거운 시간을 보낼수 있습니다.,식사
